method,size,split,seed,instance_id,Cmax_roll,average_completion_time,average_waiting_time,machine_utilization,load_balance_std,split_task_ratio,total_split_count,inference_time,candidate_mode,split_rule,notes
LPT,small,test,170019,small_test_0019_seed_170019,241.90427116041874,157.06896898810743,32.228497524247466,0.5158060570656356,56.76098534123457,0.375,11.0,0.0023310999968089163,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170019,small_test_0019_seed_170019,212.50327116041876,130.8627030979338,12.223117995010057,0.5899175645965594,58.7278130500949,0.375,11.0,0.0018159999744966626,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170019,small_test_0019_seed_170019,228.52087972338938,131.85259148597686,18.12299387143801,0.5496851998359968,56.34548711996986,0.375,11.0,0.09327389998361468,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170020,small_test_0020_seed_170020,244.82001807069008,131.57818917316453,29.949111124628008,0.5477865727385047,40.156455726782006,0.5416666666666666,16.0,0.0010874000145122409,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170020,small_test_0020_seed_170020,221.36239205840303,116.60425228230334,11.264308615075635,0.6102816431228549,39.37185483262573,0.5416666666666666,16.0,0.0010291999788023531,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170020,small_test_0020_seed_170020,255.71602433090428,138.96562740140797,37.251540100675165,0.526214763272027,37.96873024955226,0.5416666666666666,16.0,0.001208100002259016,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170020,small_test_0020_seed_170020,215.35965034319133,133.0348347708074,22.5549661131105,0.6349795588990779,28.751096473275815,0.5416666666666666,16.0,0.0013132999883964658,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170020,small_test_0020_seed_170020,221.36239205840303,118.41692875912095,12.504920053881392,0.616054336175973,30.22154471105351,0.5416666666666666,16.0,0.0012396000092849135,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170020,small_test_0020_seed_170020,228.75165034319133,118.59565206934475,19.797472054210488,0.5911625299670012,31.397896849712293,0.5416666666666666,16.0,0.12245749996509403,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170021,small_test_0021_seed_170021,204.39635560482157,131.02262116885404,29.32521043369685,0.6639421211533735,19.953273098562008,0.375,12.0,0.0011661999742500484,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170021,small_test_0021_seed_170021,201.31635560482152,115.23678964697844,11.286297759903896,0.6710344354947491,28.16716982889863,0.375,12.0,0.0011607999913394451,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170021,small_test_0021_seed_170021,244.17135560482154,131.8746561117764,32.46920969303558,0.555942975211151,26.03925434348082,0.375,12.0,0.0012799999676644802,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170021,small_test_0021_seed_170021,229.02535560482158,162.5530887588068,51.01671881461025,0.594121022575757,42.051384610668975,0.375,12.0,0.0014223000034689903,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170021,small_test_0021_seed_170021,201.31635560482152,115.16292327980933,13.708173690003271,0.6747684305964181,23.384425469367383,0.375,12.0,0.0012945999624207616,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170021,small_test_0021_seed_170021,239.64707728219727,118.82739335711587,21.228883526877993,0.5608297358071969,24.403118471275917,0.375,12.0,0.13964429998304695,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170022,small_test_0022_seed_170022,271.7126382274651,168.49097935816636,54.24156907077863,0.5275531505682547,49.268522152732565,0.7083333333333334,19.0,0.0010435999720357358,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170022,small_test_0022_seed_170022,246.80797847975145,133.6695723377764,17.631057850139555,0.5801908261341634,51.789948458023744,0.7083333333333334,19.0,0.0010299999848939478,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170022,small_test_0022_seed_170022,254.66857567632042,144.4307292549826,32.8887073352549,0.5588854791326432,48.510039575889884,0.7083333333333334,19.0,0.0011861000093631446,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170022,small_test_0022_seed_170022,249.93158842224184,164.17106041516007,51.193196395045476,0.5649411336712115,49.52236473197403,0.7083333333333334,19.0,0.0012159000034444034,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170022,small_test_0022_seed_170022,243.96446024712148,141.80531075126018,28.93082705413852,0.5760080073233622,48.768704289340086,0.7083333333333334,19.0,0.0011702000047080219,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170022,small_test_0022_seed_170022,247.76862432530467,131.17012640737258,25.229821149659614,0.5663480741547274,50.518449792103475,0.7083333333333334,19.0,0.13944880000781268,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170023,small_test_0023_seed_170023,250.1694894347529,129.9532726809067,27.472566912434406,0.5311459464440274,61.42795556786432,0.5416666666666666,15.0,0.001862600038293749,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170023,small_test_0023_seed_170023,245.36255891948977,119.79490997920526,18.81520622013377,0.5403208656653369,62.729632274776385,0.5416666666666666,15.0,0.0015255999751389027,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170023,small_test_0023_seed_170023,321.0177051115153,135.71785873516504,37.88295080402878,0.40787317382309746,66.85173089630179,0.5416666666666666,15.0,0.0013281000428833067,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170023,small_test_0023_seed_170023,284.4023248331707,156.39293926353542,52.77043088788064,0.4729801459017282,60.6456874454829,0.5416666666666666,15.0,0.0013206000439822674,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170023,small_test_0023_seed_170023,245.36255891948977,121.09360321543546,18.416379112237404,0.5401723973269359,63.672414673745834,0.5416666666666666,15.0,0.0012730000307783484,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170023,small_test_0023_seed_170023,263.0314720234316,113.18664406312864,19.522451074649286,0.5003255555988169,62.653632204427055,0.5416666666666666,15.0,0.10883359995204955,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170024,small_test_0024_seed_170024,282.5280728223639,155.03207265232814,50.388705020946254,0.35212323988192984,74.29541570116153,0.5416666666666666,14.0,0.001560600008815527,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170024,small_test_0024_seed_170024,227.49975292184422,129.18421035859177,23.92357888993263,0.43461391158799784,73.34754689697714,0.5416666666666666,14.0,0.0020819000201299787,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170024,small_test_0024_seed_170024,251.82616026445206,134.07958293323912,33.84724482453753,0.39626026245651663,70.943438466008,0.5416666666666666,14.0,0.0016208000015467405,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170024,small_test_0024_seed_170024,241.6845132727894,146.06962027095122,43.51672578930811,0.40894806749146645,73.37263875271093,0.5416666666666666,14.0,0.0012736999779008329,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170024,small_test_0024_seed_170024,227.49975292184422,131.69331256610795,31.955020259860905,0.43461391158799784,73.34754689697714,0.5416666666666666,14.0,0.001254500006325543,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170024,small_test_0024_seed_170024,228.5447529218442,118.04633506903434,21.932791816178625,0.43662652099448324,70.943438466008,0.5416666666666666,14.0,0.121772599988617,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170025,small_test_0025_seed_170025,232.38611813320202,156.55277950940487,43.28785347771804,0.5706013557703767,44.898127657427985,0.4583333333333333,14.0,0.0013348999782465398,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170025,small_test_0025_seed_170025,212.67078970911948,121.66056828098031,6.313207412119977,0.6154581091451354,42.63593939901538,0.4583333333333333,14.0,0.0011254000128246844,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170025,small_test_0025_seed_170025,244.4514458180375,138.51682551966493,25.829691430411543,0.5409557102641359,44.933305407262495,0.4583333333333333,14.0,0.0012796999653801322,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170025,small_test_0025_seed_170025,228.57422939032136,151.71814971728733,41.970829131863184,0.5696641037822192,38.07343030428798,0.4583333333333333,14.0,0.0016620000242255628,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170025,small_test_0025_seed_170025,230.07452496318365,128.6352079049449,18.099715570188312,0.568140033650623,42.75338581262092,0.4583333333333333,14.0,0.0021975000272504985,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170025,small_test_0025_seed_170025,209.9307897091195,118.95742232696925,13.962869489616386,0.6160689160852604,45.20934237691682,0.4583333333333333,14.0,0.10931889998028055,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170026,small_test_0026_seed_170026,189.96584578318001,120.99471174659669,13.012910211806945,0.5650959305392526,32.93724535510075,0.6666666666666666,17.0,0.0011040999670512974,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170026,small_test_0026_seed_170026,178.94984578318002,110.44811628847789,8.051638413698074,0.6053451785775951,29.977676624709545,0.6666666666666666,17.0,0.0011098000104539096,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170026,small_test_0026_seed_170026,206.56798472513017,127.31881457903292,23.916715366632882,0.516088631637952,34.360389542863935,0.6666666666666666,17.0,0.0011977000394836068,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170026,small_test_0026_seed_170026,203.92947783394766,134.15658036561967,22.485118104835962,0.5270991579698248,29.412185688579815,0.6666666666666666,17.0,0.0014665999915450811,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170026,small_test_0026_seed_170026,189.96584578318001,110.55125670050046,8.367682990081308,0.5650460616811331,31.37933493451958,0.6666666666666666,17.0,0.0015222000074572861,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170026,small_test_0026_seed_170026,179.00084578318,108.57280731765287,8.685905201566788,0.5990785615565597,29.382280165591578,0.6666666666666666,17.0,0.0829407999990508,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170027,small_test_0027_seed_170027,201.8134270899855,113.2588680827886,21.238022022126945,0.6040706448358909,33.81238948176947,0.5,12.0,0.001221999991685152,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170027,small_test_0027_seed_170027,193.256,105.79741744519629,8.895918577170194,0.6483258100813135,29.24048203016411,0.5,12.0,0.0011347000254318118,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170027,small_test_0027_seed_170027,222.02373814626526,119.73292787607322,26.193687634964295,0.558978668819925,43.253586928891835,0.5,12.0,0.0012363999849185348,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170027,small_test_0027_seed_170027,212.2344673458793,147.31353168847815,41.29573714108681,0.5824337344511223,33.36297113569016,0.5,12.0,0.001271700020879507,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170027,small_test_0027_seed_170027,193.256,106.5150801068561,12.851928303295963,0.6430039457422405,27.147406486605547,0.5,12.0,0.0011623999453149736,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170027,small_test_0027_seed_170027,193.256,102.77070975997826,13.787969128006042,0.6326262538276104,30.97897834618693,0.5,12.0,0.10973230004310608,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170028,small_test_0028_seed_170028,236.46908974470546,145.4596863749222,31.012518971464186,0.5731075992850421,30.442816818509176,0.625,18.0,0.001171100011561066,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170028,small_test_0028_seed_170028,227.55060165460674,135.95497189855269,15.004252479456204,0.5977481299780512,30.860844943094193,0.625,18.0,0.0012348999734967947,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170028,small_test_0028_seed_170028,224.20206719026595,142.62594819253857,31.616709049893686,0.5999005642543027,29.77563302927388,0.625,18.0,0.001195400021970272,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170028,small_test_0028_seed_170028,242.93610683422318,160.7076242000057,48.44451955228391,0.5518221222441518,28.999013720876338,0.625,18.0,0.0012098000152036548,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170028,small_test_0028_seed_170028,229.5596355817938,139.1504271866376,26.25599985952809,0.589100968968449,28.818168391634998,0.625,18.0,0.0011738999746739864,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170028,small_test_0028_seed_170028,226.96609630990702,133.49074550260366,30.413747121933046,0.5929234376011909,28.345022150541293,0.625,18.0,0.14444279996678233,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170029,small_test_0029_seed_170029,258.34876381019666,136.67714446548794,22.04357459305533,0.4980469321519304,61.051935691204065,0.5,12.0,0.001779200043529272,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170029,small_test_0029_seed_170029,241.0527638101966,127.11511837712607,17.770667029493065,0.5326857848043142,60.89255800405688,0.5,12.0,0.00119859998812899,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170029,small_test_0029_seed_170029,344.3447638101966,147.25604278172958,39.06442476742989,0.36999490810070346,64.36126798831106,0.5,12.0,0.0011375999893061817,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170029,small_test_0029_seed_170029,261.4837638101966,170.35411793558856,48.03755259223724,0.4928138074930338,59.3744251672499,0.5,12.0,0.0011919999960809946,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170029,small_test_0029_seed_170029,241.0527638101966,128.59040356859234,17.770667029493065,0.5326857848043142,60.89255800405688,0.5,12.0,0.0012564000207930803,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170029,small_test_0029_seed_170029,281.41476381019663,127.52274108678193,20.214748072482234,0.45937769800507233,61.852775132353294,0.5,12.0,0.11179689998971298,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170030,small_test_0030_seed_170030,298.48359126100775,170.1470759581368,50.524994548397906,0.4501547429349201,90.76083187683498,0.5416666666666666,14.0,0.0011651000240817666,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170030,small_test_0030_seed_170030,299.01261755331507,149.69163978513149,29.993068330774147,0.4589386501909226,92.34159639173659,0.5416666666666666,14.0,0.0010586000280454755,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170030,small_test_0030_seed_170030,308.64626487733693,148.17373343294705,33.462309766644076,0.4419169581486797,90.80214134222514,0.5416666666666666,14.0,0.0011957999668084085,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170030,small_test_0030_seed_170030,301.30549085029094,184.34738283998766,62.999815615349654,0.4536243869781207,92.9835122401716,0.5416666666666666,14.0,0.0012035000254400074,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170030,small_test_0030_seed_170030,299.01261755331507,149.6916397851315,29.993068330774147,0.4589386501909226,92.34159639173659,0.5416666666666666,14.0,0.0011458999942988157,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170030,small_test_0030_seed_170030,317.3401381743129,144.22636791414854,31.268633702566643,0.42513604985623343,96.19036312587306,0.5416666666666666,14.0,0.12241950002498925,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170031,small_test_0031_seed_170031,298.18431944826744,179.1780318040644,58.57998312495392,0.4540541464624162,74.47269564016837,0.625,17.0,0.0011573000228963792,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170031,small_test_0031_seed_170031,271.2530824408883,144.84404987180721,30.138601856153638,0.501196562068458,78.04372037436976,0.625,17.0,0.0012199999764561653,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170031,small_test_0031_seed_170031,332.5806975390338,156.33521256270154,49.24872359901337,0.4127122772720212,76.19411730609261,0.625,17.0,0.0015225000097416341,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170031,small_test_0031_seed_170031,271.25308244088836,172.5485296266602,52.82340153155951,0.5003401245016325,76.36390522722503,0.625,17.0,0.0013570000301115215,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170031,small_test_0031_seed_170031,271.2530824408883,144.8440498718072,30.138601856153638,0.501196562068458,78.04372037436976,0.625,17.0,0.0012429000344127417,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170031,small_test_0031_seed_170031,276.1420824408883,138.4957873463925,30.76761160147358,0.4857431937660752,78.17687330197117,0.625,17.0,0.14392980001866817,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170032,small_test_0032_seed_170032,226.14506312290823,148.39214644671122,29.936182438947082,0.546041389737353,41.05386171299259,0.5,13.0,0.0010653999634087086,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170032,small_test_0032_seed_170032,207.32856511708346,133.8741407282463,15.931928725124877,0.5905946240900127,41.695485185919395,0.5,13.0,0.0014041999820619822,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170032,small_test_0032_seed_170032,223.56485213698136,139.0674035215591,22.532349324074307,0.551547341296684,47.3512726732139,0.5,13.0,0.0012541000032797456,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170032,small_test_0032_seed_170032,207.32856511708349,143.59126358198077,24.17926565219089,0.5949555420206041,40.533394612549685,0.5,13.0,0.0011899999808520079,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170032,small_test_0032_seed_170032,207.32856511708346,135.88842150767792,19.061190538900927,0.5849210898443991,44.82616018802555,0.5,13.0,0.0011971999774686992,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170032,small_test_0032_seed_170032,211.1505651170835,131.17793780172804,18.483330405584876,0.5839015202733671,40.858290709629074,0.5,13.0,0.11887710000155494,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170033,small_test_0033_seed_170033,221.49455431518427,135.0220612792727,26.78778329604948,0.5905092339809493,24.509716287402544,0.6666666666666666,18.0,0.001117900013923645,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170033,small_test_0033_seed_170033,183.14042851915428,111.05547755874994,8.428219847587403,0.7179705639310339,21.18771403482339,0.6666666666666666,18.0,0.0010701999999582767,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170033,small_test_0033_seed_170033,250.64355431518433,135.90754066656464,30.276789376298733,0.5293579218132908,19.170259547040637,0.6666666666666666,18.0,0.0012081999448128045,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170033,small_test_0033_seed_170033,221.49455431518427,140.32401993735155,42.166869800675535,0.5863691773423779,21.00836222668534,0.6666666666666666,18.0,0.001323700009379536,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170033,small_test_0033_seed_170033,224.53997880100178,121.90972687756943,20.799006151912238,0.5840296630973707,14.91903668872539,0.6666666666666666,18.0,0.0012051999801769853,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170033,small_test_0033_seed_170033,207.10142851915427,108.62094695441255,10.084457829725286,0.641699413973891,16.907990370912454,0.6666666666666666,18.0,0.09346010000444949,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170034,small_test_0034_seed_170034,223.44109348771752,131.53447841366884,28.34505833120482,0.4716096826073791,58.21394407675108,0.5833333333333334,16.0,0.001019100018311292,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170034,small_test_0034_seed_170034,202.95946761680918,119.30761650670354,15.11380585462076,0.5312375851835984,60.20379001972953,0.5833333333333334,16.0,0.0010126999695785344,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170034,small_test_0034_seed_170034,226.77543020405943,124.12754495627617,20.034000396643922,0.4679909116633462,60.00475804280426,0.5833333333333334,16.0,0.0011003999970853329,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170034,small_test_0034_seed_170034,242.23164803133218,159.13528786499205,48.44168382306992,0.43877060203373347,58.856777016790474,0.5833333333333334,16.0,0.0011820999789051712,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170034,small_test_0034_seed_170034,202.95946761680918,119.30761650670354,15.113805854620757,0.5312375851835984,60.20379001972953,0.5833333333333334,16.0,0.0010766999912448227,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170034,small_test_0034_seed_170034,210.90343020405942,115.4087638438889,16.794153410414722,0.5004490047909388,57.329754839366785,0.5833333333333334,16.0,0.1090455999947153,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170035,small_test_0035_seed_170035,201.08842199610137,117.25417530138775,18.227793623176876,0.5193730397114957,44.07445229930303,0.7083333333333334,19.0,0.0012790000182576478,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170035,small_test_0035_seed_170035,164.45109936692128,100.74317216587548,9.54221361338523,0.6326481524449012,46.12313774759583,0.7083333333333334,19.0,0.0012336000218056142,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170035,small_test_0035_seed_170035,218.75269243225523,114.03828659756458,23.903392139007575,0.4821313975714133,44.64782904521046,0.7083333333333334,19.0,0.001267499988898635,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170035,small_test_0035_seed_170035,209.34681971240596,135.92556462387054,46.424523290178435,0.5030761805333924,41.64329582093662,0.7083333333333334,19.0,0.0014389000134542584,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170035,small_test_0035_seed_170035,164.45109936692128,98.7705582372564,9.54221361338523,0.6394586876393245,43.65916364104413,0.7083333333333334,19.0,0.0012431999784894288,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170035,small_test_0035_seed_170035,202.00269243225523,97.63365572531573,11.341431159025356,0.5221095820801643,44.647829045210464,0.7083333333333334,19.0,0.0923033999861218,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170036,small_test_0036_seed_170036,247.57153087035584,135.2759309478054,26.886478395679095,0.5271161829417897,56.38038930205163,0.375,9.0,0.001096000021789223,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170036,small_test_0036_seed_170036,217.41653087035587,122.59579616587727,11.880426947084331,0.6048913962631784,42.88629368188363,0.375,9.0,0.001033000007737428,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170036,small_test_0036_seed_170036,269.08552841827816,132.5790223011681,27.88822163225542,0.49262569107121845,53.49577770628363,0.375,9.0,0.0011310999980196357,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170036,small_test_0036_seed_170036,226.82253087035588,142.30345110183055,38.41994376298079,0.5776485777598012,49.502643919250914,0.375,9.0,0.001193900010548532,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170036,small_test_0036_seed_170036,217.41653087035587,122.1244043212095,12.414785102416536,0.6059689855032784,46.21950288445493,0.375,9.0,0.0011369000421836972,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170036,small_test_0036_seed_170036,236.96316884158318,117.12400404399261,19.235134825199662,0.5516581976946117,49.76192064015478,0.375,9.0,0.107433500001207,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170037,small_test_0037_seed_170037,243.75925546904156,137.246862723435,22.39153710766764,0.4749071009919594,41.24161068279005,0.375,10.0,0.001066999975591898,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170037,small_test_0037_seed_170037,216.11806712064129,122.08464145454987,8.006946098172607,0.5415036448817279,40.493397115826916,0.375,10.0,0.0015513999969698489,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170037,small_test_0037_seed_170037,251.48467832170581,140.29242344746618,29.84089047479445,0.4616672516265173,42.02486872825111,0.375,10.0,0.0013393000117503107,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170037,small_test_0037_seed_170037,242.96804393503712,142.49774270123444,32.75223977150012,0.4765036322350504,38.662668626612806,0.375,10.0,0.00119420001283288,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170037,small_test_0037_seed_170037,219.2110671206413,122.19548540394432,13.675521789247767,0.5321418249830634,39.44736858104788,0.375,10.0,0.001110200013499707,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170037,small_test_0037_seed_170037,224.62881799529904,119.81024256512234,13.357133655578098,0.5263610911235759,38.95181634575575,0.375,10.0,0.10827830003108829,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170038,small_test_0038_seed_170038,212.10509580278674,117.98125247490623,15.691496355608827,0.49943041683317824,29.61869828501251,0.625,16.0,0.0009860999998636544,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170038,small_test_0038_seed_170038,174.48,103.5931878929137,6.08952653669515,0.5905388160685675,35.937290168859604,0.625,16.0,0.0009629999985918403,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170038,small_test_0038_seed_170038,205.4900958027867,117.96138211878603,14.025985413007566,0.5008945996363393,35.02064348347154,0.625,16.0,0.0010650000185705721,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170038,small_test_0038_seed_170038,192.98072627027028,122.85669301892108,21.154971431284725,0.5308443925418517,35.59611974928833,0.625,16.0,0.0019696999806910753,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170038,small_test_0038_seed_170038,174.48,105.42438648060859,8.732524241697043,0.5895011748088925,34.91760831848589,0.625,16.0,0.0012063999893143773,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170038,small_test_0038_seed_170038,185.42000000000002,103.83870370069411,6.128042344475536,0.5595239289901733,36.925953840928806,0.625,16.0,0.08337339997524396,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170039,small_test_0039_seed_170039,240.27313910975244,147.1632193896268,30.44798504475243,0.5656844692609182,37.03784829014119,0.5833333333333334,17.0,0.001075900043360889,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170039,small_test_0039_seed_170039,221.69142705388555,134.81863611754173,12.800804264040233,0.6055878754624993,41.20703509836871,0.5833333333333334,17.0,0.00105489999987185,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170039,small_test_0039_seed_170039,248.88028515940277,148.8706555103121,31.034090190615316,0.5419015782642197,44.11587420271573,0.5833333333333334,17.0,0.0011730000260286033,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
